,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category
2750,R-S-2539,09/12/2020,0:23:43,Little Fighter Sweatshirt - Black - 3-4 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2751,R-S-2540,09/12/2020,0:32:38,Grey Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,90,90,Sweatshirt
2752,R-S-2540,09/12/2020,0:32:38,Wool Blend Metallic Beanie - Black & Silver,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Beanie
2753,R-S-2541,09/12/2020,5:08:38,Emerald & Fuschia Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,65,67,Sweatshirt
2754,R-S-2542,09/12/2020,11:36:58,Black & White Fighter Sweatshirt - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65,1,1,0,Custom,65,Low,2,LB,Local shipping,Web,153,155,Sweatshirt
2755,R-S-2542,09/12/2020,11:36:58,Little Fighter Sweatshirt - Navy & White - 3-4 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2756,R-S-2542,09/12/2020,11:36:58,Little Sweatpants - Navy - 3-4 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,39,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2757,R-S-2543,09/12/2020,11:43:36,Little Fighter Sweatshirt - Oxblood - 1-2 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2758,R-S-2543,09/12/2020,11:43:36,Oxblood Fighter Sweatshirt - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,107.5,109.5,Sweatshirt
2759,R-S-2544,09/12/2020,14:53:37,Pink Ray Feather Coord - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,60,1,1,0,Custom,60,Low,2,LB,Local shipping,Web,60,62,Sweat Pants
2760,R-S-2546,09/12/2020,17:09:05,Basic Hoodie Sweat Coord - Orchid - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,130,132,Hoodie
2761,R-S-2547,09/12/2020,22:52:30,Basic Hoodie Sweat Coord - Espresso - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,130,132,Hoodie
2762,R-S-2548,10/12/2020,19:30:09,Fighter Tshirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,35,37,Sweat Pants
2763,R-S-2549,10/12/2020,20:28:13,Basic Sweat Coord - North Atlantic - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,117,119,Sweat Coord
2764,R-S-2550,10/12/2020,22:54:12,Basic Hoodie Sweat Coord - Blue Fog - M,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,83,1,1,85,Custom,0,Low,2,LB,Local shipping,Web,83,85,Hoodie
2765,R-S-2551,11/12/2020,1:53:14,Oxblood Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,65,67,Sweatshirt
2766,R-S-2552,11/12/2020,2:15:49,Little Fighter Sweatshirt - Black Glitter - 3-4 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,2,LB,Local shipping,Iphone,98,100,Sweatshirt
2767,R-S-2552,11/12/2020,2:15:49,Little Fighter Sweatshirt - Black Glitter - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweatshirt
2768,R-S-2553,11/12/2020,8:36:41,Emerald & Fuschia Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,65,67,Sweatshirt
2769,R-S-2554,11/12/2020,13:10:24,Little Fighter Sweatshirt - Military - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,237.6,Manual,0,Low,0,LB,0,Iphone,405,405,Sweatshirt
2770,R-S-2554,11/12/2020,13:10:24,Little Fighter Sweatshirt - Navy & Fuschia - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweatshirt
2771,R-S-2554,11/12/2020,13:10:24,Little Fighter Sweatshirt - Navy & Fuschia - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweatshirt
2772,R-S-2554,11/12/2020,13:10:24,Little Fighter Sweatshirt - Navy & White - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweatshirt
2773,R-S-2554,11/12/2020,13:10:24,Little Fighter Sweatshirt - Oxblood - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweatshirt
2774,R-S-2554,11/12/2020,13:10:24,Little Fighter Sweatshirt - Oxblood - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweatshirt
2775,R-S-2554,11/12/2020,13:10:24,Little Sweatpants - Military - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
2776,R-S-2554,11/12/2020,13:10:24,Little Sweatpants - Navy - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
2777,R-S-2554,11/12/2020,13:10:24,Little Sweatpants - Navy - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
2778,R-S-2554,11/12/2020,13:10:24,Little Sweatpants - Navy - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweat Pants
2779,R-S-2555,11/12/2020,13:37:46,Little Fighter Sweatshirt - Navy & Fuschia - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Iphone,0,0,Sweatshirt
2780,R-S-2555,11/12/2020,13:37:46,Little Sweatpants - Navy - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,88,90,Sweat Pants
2781,R-S-2556,11/12/2020,13:59:33,Basic Hoodie Sweat Coord - Marshmallow Pink - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,130,132,Hoodie
2782,R-S-2557,11/12/2020,14:58:06,Fighter Tshirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2783,R-S-2557,11/12/2020,14:58:06,Gamma Basic Longsleeve Tshirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2784,R-S-2557,11/12/2020,14:58:06,Gamma Basic Longsleeve Tshirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,134,136,Sweat Pants
2785,R-S-2557,11/12/2020,14:58:06,Polo Shirt - Orchid - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2786,R-S-2559,11/12/2020,22:19:51,Basic Hoodie Sweat Coord - Black - L / Heavy,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
2787,R-S-2559,11/12/2020,22:19:51,Basic Hoodie Sweat Coord - Black - M / Heavy,Yes,Not Cancelled,USD,Pending,Fulfilled,Pending,130,1,1,231,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,229,231,Hoodie
2788,R-S-2560,11/12/2020,22:24:53,Basic Hoodie Sweat Coord - Orchid - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,56,56,Hoodie
2789,R-S-2561,11/12/2020,22:58:17,Palazzo Sweat Coord - Purple Marl - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,130,132,Sweat Coord
2790,R-S-2563,12/12/2020,0:57:41,Little Fighter Sweatshirt - Navy & Fuschia - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,78,Custom,0,Low,0,US,0,Shopify_draft_order,241,241,Sweatshirt
2791,R-S-2563,12/12/2020,0:57:41,Little Fighter Sweatshirt - Navy & Fuschia - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,US,0,Shopify_draft_order,0,0,Sweatshirt
2792,R-S-2563,12/12/2020,0:57:41,Little Sweatpants - Navy - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39,1,1,0,Custom,0,0,0,US,0,Shopify_draft_order,0,0,Sweat Pants
2793,R-S-2563,12/12/2020,0:57:41,Little Sweatpants - Navy - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39,1,1,0,Custom,0,0,0,US,0,Shopify_draft_order,0,0,Sweat Pants
2794,R-S-2563,12/12/2020,0:57:41,Navy & Fuschia Fighter Sweatshirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,US,0,Shopify_draft_order,0,0,Sweatshirt
2795,R-S-2564,12/12/2020,1:01:30,Palazzo Sweat Coord - Blackberry - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,0,US,0,Shopify_draft_order,130,130,Sweat Coord
2796,R-S-2565,12/12/2020,9:18:44,Basic Hoodie Sweat Coord - Mocha - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,130,132,Hoodie
2797,R-S-2566,12/12/2020,10:40:59,Basic Sweat Coord - Black - S / Medium,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Coord
2798,R-S-2566,12/12/2020,10:40:59,Basic Sweat Coord - North Atlantic - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Coord
2799,R-S-2566,12/12/2020,10:40:59,Beta Basic Longsleeve Tshirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2800,R-S-2566,12/12/2020,10:40:59,Emerald & Fuschia Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65,1,1,0,Custom,117,Low,2,LB,Local shipping,Web,315,317,Sweatshirt
2801,R-S-2567,12/12/2020,12:18:25,Slate Cotton Sweat Co-ord - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,60,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,60,62,Sweat Pants
2802,R-S-2568,12/12/2020,14:28:34,Basic Hoodie Sweat Coord - Black - S / Heavy,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,130,1,1,222,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,220,222,Hoodie
2803,R-S-2568,12/12/2020,14:28:34,Basic Sweat Coord - Cream - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,130,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Coord
2804,R-S-2569,12/12/2020,15:18:05,Little Fighter Sweatshirt - Black - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,66,68,Sweatshirt
2805,R-S-2569,12/12/2020,15:18:05,Little Fighter Sweatshirt - Military - 3-4 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2806,R-S-2570,12/12/2020,18:30:19,Little Fighter Sweatshirt - Emerald - 3-4 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,49,51,Sweatshirt
2807,R-S-2571,12/12/2020,20:33:27,Anya Slit Sweatshirt in Charcoal - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,72,74,Sweatshirt
2808,R-S-2571,12/12/2020,20:33:27,Beta Basic Longsleeve Tshirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2809,R-S-2572,13/12/2020,10:17:25,Basic Hoodie Sweat Coord - Espresso - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130,1,1,0,Custom,130,Low,2,LB,Local shipping,Web,130,132,Hoodie
2810,R-S-2573,13/12/2020,14:12:45,Little Fighter Sweatshirt - Navy & Fuschia - 3-4 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2811,R-S-2573,13/12/2020,14:12:45,Little Sweatpants - Navy - 3-4 Years,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,39,1,1,90,Custom,0,Low,2,LB,Local shipping,Web,88,90,Sweat Pants
2812,R-S-2574,13/12/2020,17:17:50,Emerald & Fuschia Fighter Sweatshirt - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,114,116,Sweatshirt
2813,R-S-2574,13/12/2020,17:17:50,Little Fighter Sweatshirt - Emerald - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2814,R-S-2575,13/12/2020,18:05:53,Little Fighter Sweatshirt - Emerald - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2815,R-S-2575,13/12/2020,18:05:53,Little Fighter Sweatshirt - Oxblood - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2816,R-S-2575,13/12/2020,18:05:53,Little Fighter Sweatshirt - Oxblood - 7-8 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,147,149,Sweatshirt
2817,R-S-2577,13/12/2020,21:46:24,Black Statement Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,65,67,Sweatshirt
2818,R-S-2578,13/12/2020,22:15:29,Little Fighter Sweatshirt - Black - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2819,R-S-2578,13/12/2020,22:15:29,Little Fighter Sweatshirt - Black Glitter - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,98,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,294,296,Sweatshirt
2820,R-S-2578,13/12/2020,22:15:29,Little Fighter Sweatshirt - Black Glitter - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2821,R-S-2578,13/12/2020,22:15:29,Little Fighter Sweatshirt - Military - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2822,R-S-2578,13/12/2020,22:15:29,Little Fighter Sweatshirt - Military - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2823,R-S-2578,13/12/2020,22:15:29,Little Fighter Sweatshirt - Military - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2824,R-S-2579,13/12/2020,22:22:32,Little Fighter Sweatshirt - Black Glitter - 5-6 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,88,90,Sweatshirt
2825,R-S-2579,13/12/2020,22:22:32,Little Sweatpants - Black - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2826,R-S-2580,14/12/2020,0:25:26,Basic Hoodie Sweat Coord - Blue Fog - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,83,1,1,0,Custom,343,Low,2,LB,Local shipping,Web,343,345,Hoodie
2827,R-S-2580,14/12/2020,0:25:26,Basic Hoodie Sweat Coord - Orchid - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
2828,R-S-2580,14/12/2020,0:25:26,Basic Sweat Coord - Black - M / Heavy,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Coord
2829,R-S-2581,14/12/2020,1:19:40,Black & White Fighter Sweatshirt - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2830,R-S-2581,14/12/2020,1:19:40,Black Glitter Fighter Sweatshirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,130,132,Sweatshirt
2831,R-S-2582,14/12/2020,13:31:28,Basic Oversized Sweatshirt - White - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,53,1,1,0,Custom,37.57,Low,0,LB,0,Shopify_draft_order,148.4,148.4,Sweatshirt
2832,R-S-2582,14/12/2020,13:31:28,Black & White Fighter Sweatshirt - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2833,R-S-2582,14/12/2020,13:31:28,Wide Sweatpants in Black - XL,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
2834,R-S-2583,14/12/2020,13:35:00,Black Crop Top - Black / L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,25,25,Top
2835,R-S-2584,14/12/2020,15:20:42,Little Fighter Sweatshirt - Emerald - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2836,R-S-2584,14/12/2020,15:20:42,Little Fighter Sweatshirt - Navy & White - 5-6 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,98,100,Sweatshirt
2837,R-S-2585,15/12/2020,10:37:05,Beta Basic Longsleeve Tshirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Tap,0,Low,2,LB,Local shipping,Web,25,27,Sweat Pants
2838,R-S-2586,15/12/2020,17:16:37,Basic Hoodie Sweat Coord - Marshmallow Pink - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,110,112,Hoodie
2839,R-S-2587,15/12/2020,17:58:06,Mae BouclÌ© Maxi Dress - Black / S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,160,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,160,160,Dress
2840,R-S-2588,15/12/2020,18:33:24,Boucle black and white OS coord - OS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,113.4,113.4,Sweat Pants
2841,R-S-2589,15/12/2020,19:52:35,woolen dress tight neck opening,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,26,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,26,26,Sweat Pants
2842,R-S-2590,15/12/2020,19:58:58,Basic Hoodie Sweat Coord - Black - M / Heavy,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Manual,0,Low,2,LB,Local shipping,Shopify_draft_order,130,132,Hoodie
2843,R-S-2591,15/12/2020,22:47:14,Basic Hoodie Sweat Coord - Baby Blue - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Manual,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
2844,R-S-2591,15/12/2020,22:47:14,Basic Hoodie Sweat Coord - Flamingo Pink - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Pending,130,1,1,130,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,348,350,Hoodie
2845,R-S-2591,15/12/2020,22:47:14,Little Fighter Sweatshirt - Military - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweatshirt
2846,R-S-2591,15/12/2020,22:47:14,Little Sweatpants - Military - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
2847,R-S-2592,15/12/2020,22:53:39,Grey Sweatpants - M,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,25,1,1,27,Custom,0,Low,2,LB,Local shipping,Web,25,27,Sweat Pants
2848,R-S-2593,15/12/2020,22:55:08,Black Glitter Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,107.5,109.5,Sweatshirt
2849,R-S-2593,15/12/2020,22:55:08,Little Fighter Sweatshirt - Emerald - 3-4 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2850,R-S-2594,16/12/2020,9:35:00,Basic Hoodie Sweat Coord - Orchid - S,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,130,1,1,132,Custom,0,Low,2,LB,Local shipping,Web,130,132,Hoodie
2851,R-S-2595,16/12/2020,11:08:26,Basic Hoodie Sweat Coord - Marshmallow Pink - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130,1,1,0,Custom,128,Low,2,LB,Local shipping,Web,130,132,Hoodie
2852,R-S-2596,16/12/2020,22:43:21,Black Meem Asymmetric Top - OS,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Pending,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Top
2853,R-S-2596,16/12/2020,22:43:21,Wool Blend Metallic Beanie - Beige,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Pending,25,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Beanie
2854,R-S-2596,16/12/2020,22:43:21,Wool Blend Metallic Beanie - Black,No,Not Cancelled,USD,Pending,Unfulfilled,Pending,25,1,1,99,Manual,0,Low,0,LB,0,Iphone,99,99,Beanie
2855,R-S-2597,16/12/2020,23:18:30,Black & White Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,130,132,Sweatshirt
2856,R-S-2597,16/12/2020,23:18:30,Oxblood Fighter Sweatshirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2857,R-S-2598,16/12/2020,23:19:30,Basic Sweat Coord - Black - S / Heavy,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,130,132,Sweat Coord
2858,R-S-2599,16/12/2020,23:30:28,Little Fighter Sweatshirt - Military - 3-4 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
2859,R-S-2599,16/12/2020,23:30:28,Little Fighter Sweatshirt - Navy & White - 5-6 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,176,178,Sweatshirt
2860,R-S-2599,16/12/2020,23:30:28,Little Sweatpants - Military - 3-4 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2861,R-S-2599,16/12/2020,23:30:28,Little Sweatpants - Navy - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
2862,R-S-2600,16/12/2020,23:39:50,Basic Sweat Coord - North Atlantic - S,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,130,1,1,132,Custom,0,Low,2,LB,Local shipping,Web,130,132,Sweat Coord
2863,R-S-2601,16/12/2020,23:45:26,Basic Hoodie Sweat Coord - Black - M / Heavy,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Web,130,132,Hoodie
2864,R-S-2602,17/12/2020,0:05:49,Basic Hoodie Sweat Coord - Marshmallow Pink - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130,1,1,0,Custom,0,Low,2,LB,Local shipping,Shopify_draft_order,130,132,Hoodie
