,Unnamed: 0,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category,Month of Order,Year of Order
264,264,R-S-1134,26/02/2018,19:33:17,Citron Wide Pants - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,50,53,Pants,2,2018
265,265,R-S-1134,26/02/2018,19:33:17,Citron Wide Top - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Top,2,2018
266,266,R-S-1135,26/02/2018,19:35:11,Pink Sweat Suit - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,80,1,1,83,Custom,0,Low,3,LB,Local shipping,Web,80,83,Suit,2,2018
267,267,R-S-1136,05/03/2018,13:14:41,Basic Black Midi Top - Black / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,15,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Top,3,2018
268,268,R-S-1136,05/03/2018,13:14:41,Black Crop Top - Black / L,No,Cancelled,USD,Voided,Unfulfilled,Pending,15,1,1,33,Custom,0,Low,3,LB,Local shipping,Web,30,33,Top,3,2018
269,269,R-S-1137,08/03/2018,14:31:10,Fighter Sweatdress - Black,No,Cancelled,USD,Voided,Unfulfilled,Pending,55,1,1,58,Custom,0,Low,3,LB,Local shipping,Web,55,58,Sweatdress,3,2018
270,270,R-S-1138,15/03/2018,3:26:12,Aubergine Hi-Lo Top - L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,45,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Top,3,2018
271,271,R-S-1138,15/03/2018,3:26:12,Aubergine Tapered Pants - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,40,1,1,88,Custom,0,Low,3,LB,Local shipping,Web,85,88,Pants,3,2018
272,272,R-S-1139,24/03/2018,16:06:51,Dust Pink Phantom Co-ord - One Size,No,Cancelled,USD,Voided,Unfulfilled,Pending,80,1,1,83,Custom,0,Low,3,LB,Local shipping,Web,80,83,Sweat Pants,3,2018
273,273,R-S-1140,25/03/2018,19:46:57,Dust Pink Phantom Co-ord - One Size,No,Cancelled,USD,Voided,Unfulfilled,Pending,80,1,1,83,Custom,0,Low,3,LB,Local shipping,Web,80,83,Sweat Pants,3,2018
274,274,R-S-1141,29/03/2018,12:24:01,Dust Pink Phantom Co-ord - One Size,No,Cancelled,USD,Voided,Unfulfilled,Pending,80,1,1,83,Custom,0,Low,3,LB,Local shipping,Web,80,83,Sweat Pants,3,2018
275,275,R-S-1142,07/04/2018,14:20:01,Dark Green Velour Sweatsuit - L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,80,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweatsuit,4,2018
276,276,R-S-1142,07/04/2018,14:20:01,Fighter Sweatdress - Navy,No,Cancelled,USD,Voided,Unfulfilled,Pending,55,1,1,278,Custom,0,Low,3,LB,Local shipping,Web,275,278,Sweatdress,4,2018
277,277,R-S-1142,07/04/2018,14:20:01,Fuchsia Trenchcoat - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,140,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Trenchcoat,4,2018
278,278,R-S-1143,07/04/2018,14:26:52,Fighter Sweatdress - Charcoal,No,Cancelled,USD,Voided,Unfulfilled,Pending,55,1,1,58,Custom,0,Low,3,LB,Local shipping,Web,55,58,Sweatdress,4,2018
279,279,R-S-1144,09/04/2018,15:58:29,Fighter Sweatdress - Light Grey,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55,1,1,0,Checkout,0,Low,3,LB,Local shipping,Web,55,58,Sweatdress,4,2018
280,280,R-S-1145,09/04/2018,18:44:16,Black Oversized Woolen Tunic,No,Not Cancelled,USD,Paid,Fulfilled,Pending,80,1,1,0,Checkout,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,4,2018
281,281,R-S-1145,09/04/2018,18:44:16,Wide Pants - Military / L,No,Cancelled,USD,Voided,Unfulfilled,Pending,25,1,1,108,Custom,0,Low,3,LB,Local shipping,Web,105,108,Pants,4,2018
282,282,R-S-1146,09/04/2018,18:47:17,Basic White Midi Top - White / L,No,Cancelled,USD,Voided,Unfulfilled,Pending,15,1,1,18,Custom,0,Low,3,LB,Local shipping,Web,15,18,Top,4,2018
283,283,R-S-1147,13/04/2018,1:50:47,Grey Oversized Woolen Tunic,No,Cancelled,USD,Voided,Unfulfilled,Pending,80,1,1,83,Custom,0,Low,3,LB,Local shipping,Web,80,83,Sweat Pants,4,2018
284,284,R-S-1148,22/04/2018,19:24:02,White Ruffle Dress - L / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,29,1,1,32,Custom,0,Low,3,LB,Local shipping,Web,29,32,Dress,4,2018
285,285,R-S-1149,30/04/2018,12:20:34,Fighter Sweatdress - Navy,No,Cancelled,USD,Paid,Unfulfilled,Pending,55,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,55,55,Sweatdress,4,2018
286,286,R-S-1150,05/05/2018,4:04:29,White Maxi Shirt Dress - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,110,1,1,113,Custom,0,Low,3,LB,Local shipping,Web,110,113,Dress,5,2018
287,287,R-S-1152,05/05/2018,15:14:08,Hi-Lo Crepe Top - S,No,Cancelled,USD,Paid,Unfulfilled,Pending,60,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,60,60,Top,5,2018
288,288,R-S-1153,05/05/2018,15:20:17,Hi-Lo White Top - S,No,Cancelled,USD,Refunded,Unfulfilled,Pending,25,1,1,0,Manual,25,Low,0,LB,Local shipping,Shopify_draft_order,25,25,Top,5,2018
289,289,R-S-1154,07/05/2018,14:57:56,Maxi Blue Shirtdress - XL,No,Not Cancelled,USD,Refunded,Unfulfilled,Pending,80,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Shirtdress,5,2018
290,290,R-S-1154,07/05/2018,14:57:56,Navy Culotte Pants - L,No,Cancelled,USD,Refunded,Unfulfilled,Pending,80,1,1,0,Manual,255,Low,0,LB,Local shipping,Shopify_draft_order,255,255,Pants,5,2018
291,291,R-S-1154,07/05/2018,14:57:56,Navy Raya Cardigan,No,Not Cancelled,USD,Refunded,Unfulfilled,Pending,45,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Cardigan,5,2018
292,292,R-S-1154,07/05/2018,14:57:56,Paisley Wide Pants - M,No,Not Cancelled,USD,Refunded,Unfulfilled,Pending,50,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Pants,5,2018
293,293,R-S-1155,08/05/2018,11:08:03,Dust Pink Phantom Co-ord - One Size,No,Cancelled,USD,Paid,Unfulfilled,Pending,80,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,80,80,Sweat Pants,5,2018
294,294,R-S-1156,08/05/2018,11:55:53,Belted Blue Shirtdress - M / Blue,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,25,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Shirtdress,5,2018
295,295,R-S-1156,08/05/2018,11:55:53,Hi-Lo White Top - L,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,25,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Top,5,2018
296,296,R-S-1156,08/05/2018,11:55:53,Phantom Dress - Lilac / One Size / Short,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,25,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Dress,5,2018
297,297,R-S-1156,08/05/2018,11:55:53,Striped Vest,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,30,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Vest,5,2018
298,298,R-S-1156,08/05/2018,11:55:53,Superwoman Scarf,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,60,1,0,0,Checkout,0,Low,3,LB,Local shipping,Web,165,168,Scarf,5,2018
299,299,R-S-1157,10/05/2018,14:42:45,Floral Shirtdress - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,115,115,Shirtdress,5,2018
300,300,R-S-1157,10/05/2018,14:42:45,Metallic Culotte Pants - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Pants,5,2018
301,301,R-S-1158,11/05/2018,11:13:29,Black Sweat Suit - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,80,80,Suit,5,2018
302,302,R-S-1159,12/05/2018,21:10:36,White Crop Top - White / M,No,Cancelled,USD,Paid,Unfulfilled,Pending,15,1,1,0,Custom,0,Low,0,LB,Local shipping,Shopify_draft_order,15,15,Top,5,2018
303,303,R-S-1160,12/05/2018,21:12:28,Alpha White Silk Scarf - Single,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,100,1,0,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Scarf,5,2018
304,304,R-S-1160,12/05/2018,21:12:28,Perforated Denim Vest,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,80,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Vest,5,2018
305,305,R-S-1160,12/05/2018,21:12:28,Red Long Smock Shirtdress - M,No,Cancelled,USD,Paid,Unfulfilled,Pending,60,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,240,240,Shirtdress,5,2018
306,306,R-S-1161,12/05/2018,22:46:58,Maxi Blue Shirtdress - L,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,60,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Shirtdress,5,2018
307,307,R-S-1161,12/05/2018,22:46:58,White Tulle Bomber Jacket,No,Cancelled,USD,Voided,Unfulfilled,Pending,40,1,1,103,Custom,0,Low,3,LB,Local shipping,Web,100,103,Jacket,5,2018
308,308,R-S-1162,12/05/2018,23:02:39,Black and White Abaya - OS,No,Cancelled,USD,Voided,Unfulfilled,Pending,90,1,1,93,Custom,0,Low,3,LB,Local shipping,Web,90,93,Abaya,5,2018
309,309,R-S-1163,13/05/2018,20:55:43,Navy Phantom Shirtdress - OS,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,60,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Shirtdress,5,2018
310,310,R-S-1163,13/05/2018,20:55:43,Pleated Pink & Silver Ensemble - OS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,160,160,Ensemble,5,2018
311,311,R-S-1164,14/05/2018,13:32:09,Black Crop Top - Black / S,No,Cancelled,USD,Paid,Unfulfilled,Pending,15,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,15,15,Top,5,2018
312,312,R-S-1165,14/05/2018,13:37:11,Basic Black Skirt - Black / M,No,Cancelled,USD,Paid,Unfulfilled,Pending,20,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,20,20,Skirt,5,2018
313,313,R-S-1166,14/05/2018,14:53:34,Black and White Abaya - OS,No,Cancelled,USD,Paid,Unfulfilled,Pending,90,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,195,195,Abaya,5,2018
314,314,R-S-1166,14/05/2018,14:53:34,White Pique Pencil Skirt,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,50,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Skirt,5,2018
315,315,R-S-1166,14/05/2018,14:53:34,White Pique Phantom Top - OS,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,55,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Top,5,2018
316,316,R-S-1167,14/05/2018,15:09:01,Hi-Lo Top - White / M,No,Cancelled,USD,Paid,Unfulfilled,Pending,15,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,15,15,Top,5,2018
317,317,R-S-1168,16/05/2018,14:02:29,Peach Linen Abaya - OS,No,Cancelled,USD,Paid,Unfulfilled,Pending,100,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,100,100,Abaya,5,2018
318,318,R-S-1169,21/05/2018,12:47:14,Lace Phantom Top - OS,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,90,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Top,5,2018
319,319,R-S-1169,21/05/2018,12:47:14,Pink Embellished Kafcket - OS,No,Cancelled,USD,Voided,Unfulfilled,Pending,120,1,1,213,Custom,0,Low,3,LB,Local shipping,Web,210,213,Kafcket,5,2018
320,320,R-S-1170,23/05/2018,17:10:20,Phantom Dress - Black / One Size / Long,No,Cancelled,USD,Voided,Unfulfilled,Pending,30,1,1,98,Custom,0,Low,3,LB,Local shipping,Web,95,98,Dress,5,2018
321,321,R-S-1170,23/05/2018,17:10:20,Phantom Dress - Lilac / One Size / Short,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,25,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Dress,5,2018
322,322,R-S-1170,23/05/2018,17:10:20,White Tulle Bomber Jacket,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,40,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Jacket,5,2018
323,323,R-S-1171,30/05/2018,17:14:00,Black Basic Cotton Sweat Top - Black / L,No,Cancelled,USD,Voided,Unfulfilled,Pending,35,1,1,278,Custom,0,Low,3,LB,Local shipping,Web,275,278,Top,5,2018
324,324,R-S-1171,30/05/2018,17:14:00,Black Sweat Pants - L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,15,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Pants,5,2018
325,325,R-S-1171,30/05/2018,17:14:00,Black Sweat Pants - XL,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,15,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Pants,5,2018
326,326,R-S-1171,30/05/2018,17:14:00,Phantom Dress - Lilac / One Size / Short,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,25,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Dress,5,2018
327,327,R-S-1171,30/05/2018,17:14:00,Silk Organza Cape Jacket - OS,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,125,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Jacket,5,2018
328,328,R-S-1171,30/05/2018,17:14:00,White Phantom Dress - White / One Size,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30,2,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Dress,5,2018
329,329,R-S-1172,31/05/2018,12:13:38,Black Cotton Phantom Top,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,35,1,0,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Top,5,2018
330,330,R-S-1172,31/05/2018,12:13:38,Cape Gown - S / Pink,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,200,1,1,0,Checkout,0,Low,3,LB,Local shipping,Web,332,335,Cape,5,2018
331,331,R-S-1172,31/05/2018,12:13:38,Citron Wide Top - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Checkout,0,0,0,LB,Local shipping,Web,0,0,Top,5,2018
332,332,R-S-1172,31/05/2018,12:13:38,White Faia Crepe Top - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,72,1,1,0,Checkout,0,0,0,LB,Local shipping,Web,0,0,Top,5,2018
333,333,R-S-1173,07/06/2018,14:42:21,Custom Fees,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,48,1,0,0,Checkout,0,Low,0,FR,Local shipping,Web,48,48,Sweat Pants,6,2018
334,334,R-S-1174,11/06/2018,13:53:44,Pink Pique Tunic - M,No,Cancelled,USD,Paid,Unfulfilled,Pending,45,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,45,48,Sweat Pants,6,2018
335,335,R-S-1175,19/06/2018,11:33:04,Alpha White Silk Scarf - Single,No,Cancelled,USD,Paid,Unfulfilled,Pending,100,1,0,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,130,130,Scarf,6,2018
336,336,R-S-1175,19/06/2018,11:33:04,Plato Silk Scarf,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,100,1,0,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Scarf,6,2018
337,337,R-S-1176,21/06/2018,13:16:01,Pink Floral Kaftan - OS,No,Cancelled,USD,Paid,Unfulfilled,Pending,100,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,0,0,Kaftan,6,2018
338,338,R-S-1178,04/07/2018,13:43:50,Fighter Sweatdress - Light Grey,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55,1,1,0,Custom,0,Low,3,CA,Wakilni,Shopify_draft_order,55,58,Sweatdress,7,2018
339,339,R-S-1179,04/07/2018,14:13:40,Lagoon Gown - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,225,1,1,0,Custom,0,Low,3,CA,Top speed,Shopify_draft_order,225,228,Gown,7,2018
340,340,R-S-1180,16/07/2018,10:45:21,Black Sweat Suit - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,80,1,1,0,Custom,0,0,0,CA,Local shipping,Shopify_draft_order,0,0,Suit,7,2018
341,341,R-S-1180,16/07/2018,10:45:21,Fighter Sweatdress - Charcoal,No,Cancelled,USD,Paid,Unfulfilled,Pending,55,1,1,0,Custom,0,Low,0,CA,Local shipping,Shopify_draft_order,180,180,Sweatdress,7,2018
342,342,R-S-1180,16/07/2018,10:45:21,Pink Pique Tunic - S,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,45,1,1,0,Custom,0,0,0,CA,Local shipping,Shopify_draft_order,0,0,Sweat Pants,7,2018
343,343,R-S-1181,18/07/2018,10:00:42,Pink Floral Kaftan - OS,No,Cancelled,USD,Paid,Unfulfilled,Pending,100,1,1,0,Custom,0,Low,0,CA,Local shipping,Shopify_draft_order,0,0,Kaftan,7,2018
344,344,R-S-1182,18/07/2018,10:08:27,Prayer Set,No,Cancelled,USD,Refunded,Unfulfilled,Pending,40,4,0,0,Custom,160,Low,0,CA,Local shipping,Shopify_draft_order,160,160,Set,7,2018
345,345,R-S-1183,23/07/2018,17:36:16,Pleated Pink & Silver Ensemble - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,20,QA,Aramex,Web,100,120,Ensemble,7,2018
346,346,R-S-1184,24/07/2018,11:22:14,Alpha White Silk Scarf - Single,No,Cancelled,USD,Paid,Unfulfilled,Pending,100,1,0,0,Manual,0,Low,0,CA,Local shipping,Shopify_draft_order,200,200,Scarf,7,2018
347,347,R-S-1184,24/07/2018,11:22:14,Aristotle Silk Scarf - Single,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,100,1,1,0,Manual,0,0,0,CA,Local shipping,Shopify_draft_order,0,0,Scarf,7,2018
348,348,R-S-1185,24/07/2018,11:43:05,Pleated Pink & Silver Ensemble - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,0,CA,Local shipping,Shopify_draft_order,100,100,Ensemble,7,2018
349,349,R-S-1186,24/07/2018,11:43:07,Pleated Pink & Silver Ensemble - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,0,CA,Local shipping,Shopify_draft_order,100,100,Ensemble,7,2018
350,350,R-S-1187,24/07/2018,11:43:08,Pleated Pink & Silver Ensemble - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,0,CA,Local shipping,Shopify_draft_order,100,100,Ensemble,7,2018
351,351,R-S-1188,24/07/2018,14:18:08,Grey Maxi Knitted Dress,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80,1,1,0,Custom,0,Low,25,GB,Aramex,Shopify_draft_order,80,105,Dress,7,2018
352,352,R-S-1189,25/07/2018,10:40:03,Pleated Pink & Silver Ensemble - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,0,CA,Local shipping,Shopify_draft_order,100,100,Ensemble,7,2018
353,353,R-S-1190,25/07/2018,10:51:38,Alpha Black Silk Scarf,No,Not Cancelled,USD,Paid,Fulfilled,Pending,100,1,0,0,Custom,0,0,0,CA,Local shipping,Shopify_draft_order,0,0,Scarf,7,2018
354,354,R-S-1190,25/07/2018,10:51:38,Pastel Blue Velour Pants - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,65,1,1,0,Custom,0,0,0,CA,Local shipping,Shopify_draft_order,0,0,Pants,7,2018
355,355,R-S-1190,25/07/2018,10:51:38,Perforated Denim Vest,No,Cancelled,USD,Paid,Unfulfilled,Pending,80,1,1,0,Custom,0,Low,0,LB,Aramex,Shopify_draft_order,0,0,Vest,7,2018
356,356,R-S-1191,09/08/2018,1:38:45,Pleated Pink & Silver Ensemble - S,No,Cancelled,USD,Voided,Unfulfilled,Pending,100,1,1,103,Custom,0,Low,3,LB,Local shipping,Web,100,103,Ensemble,8,2018
357,357,R-S-1192,19/08/2018,18:10:59,Black & White Waterfall Top - M,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,60,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Top,8,2018
358,358,R-S-1192,19/08/2018,18:10:59,Pleated Pink & Silver Ensemble - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,160,163,Ensemble,8,2018
359,359,R-S-1193,30/08/2018,22:52:25,Alpha Black Silk Scarf,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,0,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Scarf,8,2018
360,360,R-S-1193,30/08/2018,22:52:25,Perforated Denim Vest,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Vest,8,2018
361,361,R-S-1193,30/08/2018,22:52:25,Velour Bomber Jacket - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,0,LB,Local shipping,Shopify_draft_order,0,0,Jacket,8,2018
362,362,R-S-1194,04/09/2018,11:38:13,Pleated Pink & Silver Ensemble - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,100,103,Ensemble,9,2018
363,363,R-S-1195,04/09/2018,12:52:12,Black Alpha Cashmere Scarf,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,60,1,0,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Scarf,9,2018
364,364,R-S-1195,04/09/2018,12:52:12,Black Skirt Pants - Black / M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Pants,9,2018
365,365,R-S-1195,04/09/2018,12:52:12,Rumman White Silk Scarf,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,60,1,0,0,Custom,0,Low,0,LB,Local shipping,Shopify_draft_order,156,156,Scarf,9,2018
366,366,R-S-1196,07/09/2018,11:52:33,Black Cotton Phantom Top,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,0,0,Custom,0,Low,3,LB,Custom,Shopify_draft_order,35,38,Top,9,2018
367,367,R-S-1197,09/09/2018,17:57:05,Black Belted Robe Dress - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Dress,9,2018
368,368,R-S-1197,09/09/2018,17:57:05,Black Ruffle Dress - S / Black,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,74,77,Dress,9,2018
369,369,R-S-1198,10/09/2018,21:09:07,Basic Blue Shirtdress - L / Blue,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,30,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,55,58,Shirtdress,9,2018
370,370,R-S-1198,10/09/2018,21:09:07,Joe Military Shirt Dress - Military / L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Dress,9,2018
371,371,R-S-1199,03/10/2018,0:23:03,White Pique Pencil Skirt,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,50,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,90,93,Skirt,10,2018
372,372,R-S-1199,03/10/2018,0:23:03,White Pique Phantom Top - OS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Top,10,2018
373,373,R-S-1200,03/10/2018,1:26:28,Black Slim Sweat Pants - XS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Pants,10,2018
374,374,R-S-1200,03/10/2018,1:26:28,Grey Sweat Pants - XS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Custom,0,Low,0,CA,Local shipping,Shopify_draft_order,0,0,Pants,10,2018
375,375,R-S-1200,03/10/2018,1:26:28,White Slim Sweat Pants - XS / White,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,15,1,1,0,Custom,0,0,0,CA,Local shipping,Shopify_draft_order,0,0,Pants,10,2018
376,376,R-S-1201,04/10/2018,14:13:37,Aristotle Silk Scarf - Single,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,0,LB,Local shipping,Shopify_draft_order,80,80,Scarf,10,2018
377,377,R-S-1202,07/10/2018,0:58:43,Pleated Pink & Silver Ensemble - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,1,0,Custom,0,Low,3,LB,Top speed,Shopify_draft_order,100,103,Ensemble,10,2018
378,378,R-S-1203,07/10/2018,1:11:37,Black & White dots Waterfall Coord,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,0,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,10,2018
379,379,R-S-1203,07/10/2018,1:11:37,Dust Pink Phantom Co-ord - One Size,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80,1,1,0,Custom,0,Low,3,LB,Top speed,Shopify_draft_order,280,283,Sweat Pants,10,2018
380,380,R-S-1203,07/10/2018,1:11:37,Orange Waterfall Coord,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,100,1,0,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,10,2018
381,381,R-S-1204,11/10/2018,11:16:17,Silk & Jersey Maxi Dress - OS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80,1,1,0,Custom,0,Low,3,LB,Top speed,Shopify_draft_order,80,83,Dress,10,2018
