,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category
1514,R-S-1907,2020-07-25,01:03:21,Basic Slit Sweatshirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,69.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt
1515,R-S-1907,2020-07-25,01:03:21,Polo Shirt - Orchid - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,2,1,64.0,Manual,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,197.0,197.0,Sweat Pants
1516,R-S-1908,2020-07-25,01:13:17,Balloon Shirt - Blue Pattern - OS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,69.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1517,R-S-1908,2020-07-25,01:13:17,Linen Ruby Coord Set - Brick - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Set
1518,R-S-1908,2020-07-25,01:13:17,Navy Linen Shirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1519,R-S-1908,2020-07-25,01:13:17,Polo Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1520,R-S-1909,2020-07-25,09:40:28,White Ruffled Shirtdress - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,55.0,59.0,Shirtdress
1521,R-S-1910,2020-07-25,14:11:28,Black Viscose Oversized Ruffled Shirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,75.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,73.0,73.0,Sweat Pants
1522,R-S-1911,2020-07-25,15:11:11,Polo Shirt - Cotton Candy - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,79.0,83.0,Sweat Pants
1523,R-S-1912,2020-07-25,16:31:27,Boyfriend Shirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,59.0,63.0,Sweat Pants
1524,R-S-1913,2020-07-26,12:01:26,Oxblood Statement Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,79.0,83.0,Sweatshirt
1525,R-S-1914,2020-07-26,17:34:59,Polo Shirt - Aqua - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,158.0,162.0,Sweat Pants
1526,R-S-1914,2020-07-26,17:34:59,Polo Shirt - Cotton Candy - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1527,R-S-1915,2020-07-27,10:55:03,Anya Phantom Sweatshirt in Indigo - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,70.0,70.0,Sweatshirt
1528,R-S-1916,2020-07-27,11:03:37,Polo Shirt - Cotton Candy - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,150.1,150.1,Sweat Pants
1529,R-S-1916,2020-07-27,11:03:37,Polo Shirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1530,R-S-1917,2020-07-27,11:14:08,Boyfriend Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1531,R-S-1917,2020-07-27,11:14:08,Polo Shirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,124.2,124.2,Sweat Pants
1532,R-S-1918,2020-07-27,11:14:18,Fuschia Linen Shirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,49.0,49.0,Sweat Pants
1533,R-S-1919,2020-07-27,11:15:02,Polo Shirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,79.0,83.0,Sweat Pants
1534,R-S-1920,2020-07-27,11:20:41,Polo Shirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,158.0,162.0,Sweat Pants
1535,R-S-1920,2020-07-27,11:20:41,Polo Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1536,R-S-1921,2020-07-27,13:51:18,Anya Slit Sweatshirt in Charcoal - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Free shipping,Shopify_draft_order,213.0,213.0,Sweatshirt
1537,R-S-1921,2020-07-27,13:51:18,Oxblood Statement Sweatshirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt
1538,R-S-1921,2020-07-27,13:51:18,Wide Sweatpants in Charcoal - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1539,R-S-1922,2020-07-27,19:57:44,Polo Shirt - Aqua - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,316.0,320.0,Sweat Pants
1540,R-S-1922,2020-07-27,19:57:44,Polo Shirt - Cotton Candy - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1541,R-S-1922,2020-07-27,19:57:44,Polo Shirt - Lavender - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1542,R-S-1922,2020-07-27,19:57:44,Polo Shirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1543,R-S-1923,2020-07-28,00:09:48,Polo Shirt - Cotton Candy - M,Yes,Cancelled,USD,Voided,Fulfilled,Fulfilled,79.0,1,1,296.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,292.0,296.0,Sweat Pants
1544,R-S-1923,2020-07-28,00:09:48,Polo Shirt - Lavender - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1545,R-S-1923,2020-07-28,00:09:48,Polo Shirt - White - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1546,R-S-1923,2020-07-28,00:09:48,White Ruffled Shirtdress - L,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress
1547,R-S-1924,2020-07-28,10:39:42,Polo Shirt - Aqua - M,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,158.0,2,2,448.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,444.0,448.0,Sweat Pants
1548,R-S-1924,2020-07-28,10:39:42,Polo Shirt - Lavender - L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,158.0,2,2,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1549,R-S-1924,2020-07-28,10:39:42,Polo Shirt - Lavender - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1550,R-S-1924,2020-07-28,10:39:42,Polo Shirt - White - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1551,R-S-1925,2020-07-28,11:26:05,Polo Shirt - Cotton Candy - M,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1552,R-S-1925,2020-07-28,11:26:05,Polo Shirt - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,237.0,241.0,Sweat Pants
1553,R-S-1925,2020-07-28,11:26:05,Polo Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1554,R-S-1926,2020-07-28,11:44:56,Polo Shirt - Orchid - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,79.0,83.0,Sweat Pants
1555,R-S-1927,2020-07-28,16:44:43,Fuschia Linen Shirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,100.0,100.0,Sweat Pants
1556,R-S-1927,2020-07-28,16:44:43,Navy Linen Shirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1557,R-S-1928,2020-07-28,16:47:18,White Ruffled Shirtdress - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,53.0,53.0,Shirtdress
1558,R-S-1929,2020-07-28,16:49:40,Maika Blue Sweatshirt with White Shirt Layer,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,80.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,73.0,73.0,Sweatshirt
1559,R-S-1930,2020-07-28,16:53:50,Polo Shirt - Lavender - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,157.0,157.0,Sweat Pants
1560,R-S-1930,2020-07-28,16:53:50,Polo Shirt - Orchid - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1561,R-S-1931,2020-07-30,00:00:04,Boyfriend Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1562,R-S-1931,2020-07-30,00:00:04,Polo Shirt - Aqua - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1563,R-S-1931,2020-07-30,00:00:04,Polo Shirt - Cotton Candy - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1564,R-S-1931,2020-07-30,00:00:04,Polo Shirt - Orchid - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,53.1,Low,4.0,LB,Local shipping,Web,266.4,270.4,Sweat Pants
1565,R-S-1932,2020-07-30,00:15:26,Black Viscose Oversized Shirt - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,75.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,447.0,447.0,Sweat Pants
1566,R-S-1932,2020-07-30,00:15:26,Cotton Scarf-Plain,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,24.0,2,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Scarf
1567,R-S-1932,2020-07-30,00:15:26,Fuschia Linen Shirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1568,R-S-1932,2020-07-30,00:15:26,Linen Ruby Coord Set - Brick - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Set
1569,R-S-1932,2020-07-30,00:15:26,Polo Shirt - Orchid - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1570,R-S-1932,2020-07-30,00:15:26,Sky Blue Linen Shirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
1571,R-S-1932,2020-07-30,00:15:26,Striped Hi-Lo Top - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Top
1572,R-S-1933,2020-07-30,01:31:28,Polo Shirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,79.0,83.0,Sweat Pants
1573,R-S-1934,2020-07-30,01:34:01,Balloon Shirt - Blue Pattern - OS,Yes,Cancelled,USD,Voided,Fulfilled,Fulfilled,69.0,1,1,231.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,227.0,231.0,Sweat Pants
1574,R-S-1934,2020-07-30,01:34:01,Polo Shirt - Cotton Candy - L,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1575,R-S-1934,2020-07-30,01:34:01,Polo Shirt - White - XL,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1576,R-S-1935,2020-07-30,10:52:06,Polo Shirt - Orchid - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,79.0,83.0,Sweat Pants
1577,R-S-1936,2020-07-31,00:24:01,Boyfriend Shirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Manual,0.0,Low,4.0,LB,Local shipping,Iphone,138.0,142.0,Sweat Pants
1578,R-S-1936,2020-07-31,00:24:01,Polo Shirt - Lavender - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants
1579,R-S-1937,2020-07-31,00:29:38,Polo Shirt - Cotton Candy - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants
1580,R-S-1937,2020-07-31,00:29:38,Polo Shirt - White - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,Low,4.0,LB,Local shipping,Iphone,158.0,162.0,Sweat Pants
1581,R-S-1938,2020-07-31,13:39:54,Boyfriend Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,59.0,63.0,Sweat Pants
1582,R-S-1939,2020-07-31,18:00:22,Polo Shirt - Cotton Candy - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,158.0,162.0,Sweat Pants
1583,R-S-1939,2020-07-31,18:00:22,Polo Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1584,R-S-1940,2020-08-01,20:01:18,Boyfriend Shirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1585,R-S-1940,2020-08-01,20:01:18,Boyfriend Shirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Pending,59.0,1,1,59.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,118.0,122.0,Sweat Pants
1586,R-S-1941,2020-08-02,00:20:42,Polo Shirt - Orchid - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,158.0,162.0,Sweat Pants
1587,R-S-1941,2020-08-02,00:20:42,Polo Shirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1588,R-S-1942,2020-08-02,13:12:36,Balloon Shirt - Sage - OS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1589,R-S-1942,2020-08-02,13:12:36,Belts - Gold Wide,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Belt
1590,R-S-1942,2020-08-02,13:12:36,Extensions - Long Cream Sleeves,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1591,R-S-1942,2020-08-02,13:12:36,Extensions - White Crepe Collar,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,30.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1592,R-S-1942,2020-08-02,13:12:36,Extensions - White Ruffles Collar,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,23.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1593,R-S-1942,2020-08-02,13:12:36,Linen Ruby Coord Set - Navy - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Iphone,400.0,400.0,Set
1594,R-S-1942,2020-08-02,13:12:36,Raspberry Oversized Shirt - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,75.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants
1595,R-S-1942,2020-08-02,13:12:36,Raspberry Wide Pants - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Pants
1596,R-S-1943,2020-08-02,14:09:47,Anya Slit Sweatshirt in Charcoal - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,55.0,Low,4.0,LB,Local shipping,Iphone,189.0,193.0,Sweatshirt
1597,R-S-1943,2020-08-02,14:09:47,Wide Sweatpants in Charcoal - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,55.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants
1598,R-S-1943,2020-08-02,14:09:47,Wide Sweatpants in Charcoal - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,55.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants
1599,R-S-1944,2020-08-03,13:19:42,Anya Phantom Sweatshirt in Black - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,53.0,53.0,Sweatshirt
1600,R-S-1945,2020-08-03,13:25:17,Basic Slit Sweatshirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,69.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt
1601,R-S-1945,2020-08-03,13:25:17,Slate Cotton Sweat Co-ord - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,159.0,159.0,Sweat Pants
1602,R-S-1946,2020-08-03,13:26:57,Navy Linen Shirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,46.0,46.0,Sweat Pants
1603,R-S-1947,2020-08-03,13:38:27,Anya Slit Sweatshirt in Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,183.0,187.0,Sweatshirt
1604,R-S-1947,2020-08-03,13:38:27,Fuschia Linen Shirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1605,R-S-1947,2020-08-03,13:38:27,Wide Sweatpants in Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1606,R-S-1948,2020-08-06,16:34:01,Red Dany Suit - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,180.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,180.0,180.0,Suit
1607,R-S-1949,2020-08-06,18:18:34,Polo Shirt - Aqua - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,126.0,130.0,Sweat Pants
1608,R-S-1949,2020-08-06,18:18:34,Polo Shirt - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
1609,R-S-1950,2020-08-07,11:11:33,Donate $100,Yes,Not Cancelled,USD,Paid,Unfulfilled,Pending,100.0,1,0,0.0,Checkout,0.0,Low,0.0,LB,Local shipping,Web,100.0,100.0,Sweat Pants
1610,R-S-1951,2020-08-07,19:16:53,Donate $10,Yes,Not Cancelled,USD,Paid,Unfulfilled,Pending,10.0,1,0,0.0,Paypal express checkout,0.0,Low,0.0,US,Local shipping,Web,10.0,10.0,Sweat Pants
1611,R-S-1952,2020-08-08,11:16:33,Oversized Polo Shirt - White - S,No,Not Cancelled,USD,Paid,Unfulfilled,Fulfilled,79.0,1,1,0.0,Paypal express checkout,0.0,0,0.0,US,Local shipping,Web,0.0,0.0,Sweat Pants
1612,R-S-1952,2020-08-08,11:16:33,Polo Shirt - Aqua - M,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,79.0,1,1,0.0,Paypal express checkout,0.0,0,0.0,US,Local shipping,Web,0.0,0.0,Sweat Pants
1613,R-S-1952,2020-08-08,11:16:33,Polo Shirt - Orchid - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Pending,79.0,1,1,158.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,316.0,320.0,Sweat Pants
1614,R-S-1952,2020-08-08,11:16:33,Polo Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1615,R-S-1953,2020-08-08,13:30:07,Green Amy Pants - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,4.0,LB,Local shipping,Web,321.3,325.3,Pants
1616,R-S-1953,2020-08-08,13:30:07,Polo Shirt - Cotton Candy - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1617,R-S-1953,2020-08-08,13:30:07,Polo Shirt - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1618,R-S-1953,2020-08-08,13:30:07,Polo Shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1619,R-S-1954,2020-08-08,14:26:02,Polo Shirt - Cotton Candy - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
1620,R-S-1954,2020-08-08,14:26:02,Polo Shirt - Lavender - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Pending,79.0,1,1,79.0,Custom,0.0,Low,4.0,LB,Local shipping,Shopify_draft_order,158.0,162.0,Sweat Pants
1621,R-S-1955,2020-08-08,23:48:17,Polo Shirt - Lavender - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,Low,4.0,LB,Local shipping,Iphone,158.0,162.0,Sweat Pants
